location,forecast_date,quantile,value,target,target_end_date,type
02,2021-04-26,0.01,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.025,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.05,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.1,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.15,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.2,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.25,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.3,0,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.35,0.49658649047526593,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.4,1.4105686972870846,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.45,2.0313268035405176,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.5,3.0819982896209117,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.55,3.8586479969351446,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.6,4.563756946335488,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.65,5.268211893800703,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.7,6.325334230325584,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.75,7.482933099539549,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.8,8.970170784907646,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.85,11.148977178509762,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.9,14.301494699711743,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.95,15.962959871818047,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.975,19.88657713011326,1 wk ahead inc death,2021-05-01,quantile
02,2021-04-26,0.99,26.37822112348744,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.01,14.718386829135923,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.025,23.53293575041112,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.05,27.814824656390254,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.1,33.71982301475458,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.15,37.72859311658934,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.2,40.074981095580746,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.25,41.374724393386686,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.3,42.66587175911215,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.35,44.2445122010758,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.4,45.481764099312336,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.45,46.52151331772648,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.5,47.390238788268086,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.55,48.195512222242286,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.6,48.93425265162756,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.65,49.76138791793209,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.7,51.21267917450095,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.75,52.4361071501046,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.8,53.93583259967109,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.85,57.145535696294395,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.9,64.81210558968132,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.95,73.26400151633229,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.975,78.80893320511203,1 wk ahead inc death,2021-05-01,quantile
01,2021-04-26,0.99,91.04604175264582,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.01,1.3604032741203105,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.025,3.1332402043709378,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.05,4.829828818328196,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.1,9.113431962381329,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.15,11.991059210840232,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.2,13.258804098685006,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.25,14.667569579057476,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.3,15.720331017713404,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.35,16.544886901082478,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.4,17.399083375251045,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.45,17.999993085179323,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.5,18.9872565494719,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.55,19.740932029694292,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.6,20.475541940608764,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.65,21.633909592278638,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.7,23.114725565292662,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.75,24.396756325926628,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.8,26.492151400551467,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.85,29.65919098620486,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.9,34.714879059136166,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.95,38.97877883963103,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.975,43.654957114819,1 wk ahead inc death,2021-05-01,quantile
05,2021-04-26,0.99,54.19646746928164,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.01,34.63582940766654,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.025,40.93379567946119,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.05,45.59080659889683,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.1,52.66110363322031,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.15,55.99452264752704,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.2,58.17999762413347,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.25,60.71931694342533,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.3,62.18741247614511,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.35,64.87821431004754,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.4,66.98765774298006,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.45,68.69620239892544,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.5,70.54388812964257,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.55,72.01409079540176,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.6,73.14582170381323,1 wk ahead inc death,2021-05-01,quantile
04,2021-04-26,0.65,75.26093061552316,1 wk ahead inc death,2021-05-01,quantile
